Unique identification number of the institution,Level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,Nonresident alien total,Nonresident alien men,Nonresident alien women
182281,Total students enrolled for credit,34647,14807,19840,92,46,46,4669,2106,2563,2627,981,1646,8478,3363,5115,329,150,179,12700,5679,7021,3149,1379,1770,1222,480,742,1381,623,758
182281,Undergraduate students,27561,12014,15547,62,31,31,4081,1859,2222,2187,850,1337,7469,3003,4466,289,137,152,9053,4245,4808,2731,1208,1523,672,243,429,1017,438,579
182281,Graduate student,7086,2793,4293,30,15,15,588,247,341,440,131,309,1009,360,649,40,13,27,3647,1434,2213,418,171,247,550,237,313,364,185,179
182290,Total students enrolled for credit,24118,11129,12989,180,70,110,1673,825,848,797,374,423,4375,1856,2519,132,58,74,14355,6637,7718,1418,647,771,517,252,265,671,410,261
182290,Undergraduate students,20196,9445,10751,155,61,94,1450,730,720,699,326,373,3981,1723,2258,123,54,69,11921,5657,6264,1275,589,686,325,169,156,267,136,131
182290,Graduate student,3922,1684,2238,25,9,16,223,95,128,98,48,50,394,133,261,9,4,5,2434,980,1454,143,58,85,192,83,109,404,274,130
182306,Total students enrolled for credit,4740,1682,3058,137,43,94,131,34,97,108,36,72,840,288,552,25,11,14,2993,1082,1911,145,53,92,359,134,225,2,1,1
182306,Undergraduate students,4740,1682,3058,137,43,94,131,34,97,108,36,72,840,288,552,25,11,14,2993,1082,1911,145,53,92,359,134,225,2,1,1
182458,Total students enrolled for credit,1654,587,1067,27,10,17,59,20,39,123,34,89,98,29,69,23,7,16,1055,401,654,0,0,0,262,80,182,7,6,1
182458,Undergraduate students,533,303,230,16,8,8,17,9,8,16,6,10,20,13,7,8,4,4,398,228,170,0,0,0,51,29,22,7,6,1
182458,Graduate student,1121,284,837,11,2,9,42,11,31,107,28,79,78,16,62,15,3,12,657,173,484,0,0,0,211,51,160,0,0,0
182500,Total students enrolled for credit,15893,7322,8571,199,84,115,983,463,520,426,205,221,4136,1824,2312,10,4,6,9213,4320,4893,618,275,343,253,120,133,55,27,28
182500,Undergraduate students,15893,7322,8571,199,84,115,983,463,520,426,205,221,4136,1824,2312,10,4,6,9213,4320,4893,618,275,343,253,120,133,55,27,28
182564,Total students enrolled for credit,4626,2079,2547,83,29,54,94,43,51,99,46,53,971,427,544,31,15,16,2977,1345,1632,144,52,92,212,107,105,15,15,0
182564,Undergraduate students,4626,2079,2547,83,29,54,94,43,51,99,46,53,971,427,544,31,15,16,2977,1345,1632,144,52,92,212,107,105,15,15,0
182634,Total students enrolled for credit,1171,357,814,1,1,0,76,27,49,95,30,65,39,16,23,1,0,1,807,241,566,4,0,4,148,42,106,0,0,0
182634,Undergraduate students,1155,357,798,1,1,0,76,27,49,95,30,65,39,16,23,1,0,1,803,241,562,4,0,4,136,42,94,0,0,0
182634,Graduate student,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,0,12,0,0,0
182652,Total students enrolled for credit,52,0,52,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,46,0,46,0,0,0,1,0,1,0,0,0
182652,Undergraduate students,52,0,52,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,46,0,46,0,0,0,1,0,1,0,0,0
182670,Total students enrolled for credit,6920,3521,3399,123,41,82,910,422,488,402,215,187,541,274,267,16,8,8,3337,1692,1645,278,125,153,251,135,116,1062,609,453
182670,Undergraduate students,4693,2342,2351,110,32,78,706,329,377,325,172,153,416,208,208,13,6,7,2329,1205,1124,235,98,137,147,77,70,412,215,197
182670,Graduate student,2227,1179,1048,13,9,4,204,93,111,77,43,34,125,66,59,3,2,1,1008,487,521,43,27,16,104,58,46,650,394,256
182704,Total students enrolled for credit,133,4,129,1,0,1,0,0,0,2,0,2,2,0,2,0,0,0,127,4,123,0,0,0,1,0,1,0,0,0
182704,Undergraduate students,133,4,129,1,0,1,0,0,0,2,0,2,2,0,2,0,0,0,127,4,123,0,0,0,1,0,1,0,0,0
182722,Total students enrolled for credit,164,18,146,1,0,1,2,0,2,1,0,1,3,1,2,0,0,0,149,15,134,5,1,4,2,1,1,1,0,1
182722,Undergraduate students,164,18,146,1,0,1,2,0,2,1,0,1,3,1,2,0,0,0,149,15,134,5,1,4,2,1,1,1,0,1
182795,Total students enrolled for credit,2715,1160,1555,10,3,7,43,24,19,153,86,67,132,35,97,5,2,3,2075,881,1194,41,15,26,191,82,109,65,32,33
182795,Undergraduate students,1946,872,1074,8,3,5,27,15,12,133,79,54,101,21,80,3,2,1,1465,658,807,40,14,26,119,53,66,50,27,23
182795,Graduate student,769,288,481,2,0,2,16,9,7,20,7,13,31,14,17,2,0,2,610,223,387,1,1,0,72,29,43,15,5,10
182829,Total students enrolled for credit,266,154,112,0,0,0,7,5,2,4,3,1,12,10,2,0,0,0,159,84,75,8,4,4,35,21,14,41,27,14
182829,Graduate student,266,154,112,0,0,0,7,5,2,4,3,1,12,10,2,0,0,0,159,84,75,8,4,4,35,21,14,41,27,14
182892,Total students enrolled for credit,69,2,67,2,0,2,0,0,0,4,0,4,1,0,1,0,0,0,56,0,56,5,2,3,1,0,1,0,0,0
182892,Undergraduate students,69,2,67,2,0,2,0,0,0,4,0,4,1,0,1,0,0,0,56,0,56,5,2,3,1,0,1,0,0,0
182917,Total students enrolled for credit,92,39,53,0,0,0,3,3,0,0,0,0,8,4,4,0,0,0,81,32,49,0,0,0,0,0,0,0,0,0
182917,Undergraduate students,92,39,53,0,0,0,3,3,0,0,0,0,8,4,4,0,0,0,81,32,49,0,0,0,0,0,0,0,0,0
182953,Total students enrolled for credit,200,15,185,1,0,1,10,2,8,6,2,4,11,1,10,0,0,0,168,10,158,3,0,3,1,0,1,0,0,0
182953,Undergraduate students,200,15,185,1,0,1,10,2,8,6,2,4,11,1,10,0,0,0,168,10,158,3,0,3,1,0,1,0,0,0
182980,Total students enrolled for credit,4427,2107,2320,13,5,8,43,16,27,614,216,398,238,115,123,2,1,1,1968,871,1097,80,28,52,768,275,493,701,580,121
182980,Undergraduate students,2279,922,1357,12,5,7,34,13,21,574,209,365,191,77,114,2,1,1,1136,454,682,58,27,31,196,91,105,76,45,31
182980,Graduate student,2148,1185,963,1,0,1,9,3,6,40,7,33,47,38,9,0,0,0,832,417,415,22,1,21,572,184,388,625,535,90
182999,Total students enrolled for credit,46,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,43,1,0,1,0,0,0,0,0,0
182999,Undergraduate students,46,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,43,1,0,1,0,0,0,0,0,0
183026,Total students enrolled for credit,121208,44200,77008,649,230,419,1949,805,1144,18495,5299,13196,9048,3287,5761,356,123,233,64387,24063,40324,1856,556,1300,23159,9098,14061,1309,739,570
183026,Undergraduate students,92032,33671,58361,536,192,344,1273,535,738,14096,3973,10123,7483,2724,4759,282,93,189,49983,18892,31091,1527,461,1066,16327,6506,9821,525,295,230
183026,Graduate student,29176,10529,18647,113,38,75,676,270,406,4399,1326,3073,1565,563,1002,74,30,44,14404,5171,9233,329,95,234,6832,2592,4240,784,444,340
183035,Total students enrolled for credit,50,3,47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,49,3,46,0,0,0,0,0,0,0,0,0
183035,Undergraduate students,50,3,47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,49,3,46,0,0,0,0,0,0,0,0,0
183044,Total students enrolled for credit,16599,7455,9144,28,13,15,403,179,224,215,131,84,567,240,327,3,1,2,13005,5726,7279,277,118,159,1319,578,741,782,469,313
183044,Undergraduate students,13688,6281,7407,25,11,14,346,153,193,184,112,72,478,213,265,2,1,1,10911,4924,5987,242,105,137,1011,476,535,489,286,203
183044,Graduate student,2911,1174,1737,3,2,1,57,26,31,31,19,12,89,27,62,1,0,1,2094,802,1292,35,13,22,308,102,206,293,183,110
183062,Total students enrolled for credit,4577,2058,2519,9,1,8,60,23,37,62,35,27,152,67,85,3,2,1,3801,1699,2102,93,44,49,393,184,209,4,3,1
183062,Undergraduate students,4409,2006,2403,9,1,8,60,23,37,61,34,27,151,67,84,3,2,1,3701,1662,2039,91,43,48,330,171,159,3,3,0
183062,Graduate student,168,52,116,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,100,37,63,2,1,1,63,13,50,1,0,1
183071,Total students enrolled for credit,1359,643,716,1,0,1,52,30,22,17,10,7,64,24,40,0,0,0,949,441,508,29,11,18,234,122,112,13,5,8
183071,Undergraduate students,1054,511,543,1,0,1,40,19,21,12,6,6,54,17,37,0,0,0,757,357,400,24,9,15,161,101,60,5,2,3
183071,Graduate student,305,132,173,0,0,0,12,11,1,5,4,1,10,7,3,0,0,0,192,84,108,5,2,3,73,21,52,8,3,5
183080,Total students enrolled for credit,6210,2796,3414,31,13,18,111,49,62,141,87,54,108,50,58,7,5,2,4987,2207,2780,76,33,43,604,271,333,145,81,64
183080,Undergraduate students,4451,2256,2195,24,11,13,77,38,39,101,65,36,68,33,35,6,5,1,3600,1798,1802,67,31,36,426,220,206,82,55,27
183080,Graduate student,1759,540,1219,7,2,5,34,11,23,40,22,18,40,17,23,1,0,1,1387,409,978,9,2,7,178,51,127,63,26,37
183099,Total students enrolled for credit,5580,2696,2884,19,10,9,91,41,50,141,91,50,170,88,82,36,16,20,3958,1773,2185,87,40,47,1078,637,441,0,0,0
183099,Undergraduate students,5580,2696,2884,19,10,9,91,41,50,141,91,50,170,88,82,36,16,20,3958,1773,2185,87,40,47,1078,637,441,0,0,0
183105,Total students enrolled for credit,1554,537,1017,4,4,0,2,2,0,5,3,2,21,12,9,13,3,10,1375,467,908,11,4,7,122,41,81,1,1,0
183105,Undergraduate students,1554,537,1017,4,4,0,2,2,0,5,3,2,21,12,9,13,3,10,1375,467,908,11,4,7,122,41,81,1,1,0
183114,Total students enrolled for credit,1599,554,1045,6,2,4,7,4,3,26,14,12,31,12,19,18,5,13,1342,456,886,16,7,9,152,53,99,1,1,0
183114,Undergraduate students,1599,554,1045,6,2,4,7,4,3,26,14,12,31,12,19,18,5,13,1342,456,886,16,7,9,152,53,99,1,1,0
183123,Total students enrolled for credit,1949,1019,930,10,3,7,8,4,4,11,7,4,25,11,14,6,5,1,1510,740,770,14,2,12,362,245,117,3,2,1
183123,Undergraduate students,1949,1019,930,10,3,7,8,4,4,11,7,4,25,11,14,6,5,1,1510,740,770,14,2,12,362,245,117,3,2,1
183132,Total students enrolled for credit,4554,2029,2525,26,12,14,80,35,45,161,88,73,232,87,145,70,32,38,3497,1553,1944,58,18,40,430,204,226,0,0,0
183132,Undergraduate students,4554,2029,2525,26,12,14,80,35,45,161,88,73,232,87,145,70,32,38,3497,1553,1944,58,18,40,430,204,226,0,0,0
183141,Total students enrolled for credit,3271,1594,1677,10,7,3,42,24,18,94,52,42,264,111,153,67,32,35,2476,1225,1251,36,12,24,282,131,151,0,0,0
183141,Undergraduate students,3271,1594,1677,10,7,3,42,24,18,94,52,42,264,111,153,67,32,35,2476,1225,1251,36,12,24,282,131,151,0,0,0
183150,Total students enrolled for credit,3226,1337,1889,7,1,6,84,41,43,43,24,19,100,42,58,12,4,8,2617,1045,1572,47,22,25,313,156,157,3,2,1
183150,Undergraduate students,3226,1337,1889,7,1,6,84,41,43,43,24,19,100,42,58,12,4,8,2617,1045,1572,47,22,25,313,156,157,3,2,1
183202,Total students enrolled for credit,64,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,50,0,0,0,13,0,13,0,0,0
183202,Undergraduate students,64,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,50,0,0,0,13,0,13,0,0,0
183211,Total students enrolled for credit,3523,1010,2513,12,2,10,622,428,194,128,31,97,89,24,65,0,0,0,2355,459,1896,58,15,43,259,51,208,0,0,0
183211,Undergraduate students,1836,376,1460,7,2,5,49,9,40,70,17,53,76,18,58,0,0,0,1439,288,1151,52,15,37,143,27,116,0,0,0
183211,Graduate student,1687,634,1053,5,0,5,573,419,154,58,14,44,13,6,7,0,0,0,916,171,745,6,0,6,116,24,92,0,0,0
183239,Total students enrolled for credit,1995,770,1225,2,2,0,18,3,15,36,23,13,66,23,43,0,0,0,1745,664,1081,28,12,16,90,36,54,10,7,3
183239,Undergraduate students,1995,770,1225,2,2,0,18,3,15,36,23,13,66,23,43,0,0,0,1745,664,1081,28,12,16,90,36,54,10,7,3
183248,Total students enrolled for credit,258,36,222,1,0,1,4,1,3,52,15,37,15,0,15,1,0,1,171,15,156,13,5,8,1,0,1,0,0,0
183248,Undergraduate students,258,36,222,1,0,1,4,1,3,52,15,37,15,0,15,1,0,1,171,15,156,13,5,8,1,0,1,0,0,0
183257,Total students enrolled for credit,3282,948,2334,14,2,12,39,15,24,74,31,43,108,37,71,3,2,1,2731,763,1968,50,12,38,261,85,176,2,1,1
183257,Undergraduate students,2767,819,1948,12,2,10,35,13,22,68,27,41,95,35,60,2,1,1,2275,649,1626,45,11,34,233,80,153,2,1,1
183257,Graduate student,515,129,386,2,0,2,4,2,2,6,4,2,13,2,11,1,1,0,456,114,342,5,1,4,28,5,23,0,0,0
183275,Total students enrolled for credit,93,42,51,1,1,0,2,2,0,0,0,0,4,3,1,0,0,0,82,34,48,0,0,0,2,0,2,2,2,0
183275,Undergraduate students,93,42,51,1,1,0,2,2,0,0,0,0,4,3,1,0,0,0,82,34,48,0,0,0,2,0,2,2,2,0
183488,Total students enrolled for credit,656,114,542,4,2,2,27,8,19,170,32,138,321,46,275,6,1,5,120,25,95,2,0,2,6,0,6,0,0,0
183488,Undergraduate students,656,114,542,4,2,2,27,8,19,170,32,138,321,46,275,6,1,5,120,25,95,2,0,2,6,0,6,0,0,0
183600,Total students enrolled for credit,46,7,39,0,0,0,9,0,9,0,0,0,1,0,1,0,0,0,13,7,6,0,0,0,0,0,0,23,0,23
183600,Undergraduate students,46,7,39,0,0,0,9,0,9,0,0,0,1,0,1,0,0,0,13,7,6,0,0,0,0,0,0,23,0,23
183655,Total students enrolled for credit,8183,3294,4889,59,31,28,591,283,308,1138,423,715,1465,559,906,19,11,8,3869,1568,2301,132,44,88,616,259,357,294,116,178
183655,Undergraduate students,8183,3294,4889,59,31,28,591,283,308,1138,423,715,1465,559,906,19,11,8,3869,1568,2301,132,44,88,616,259,357,294,116,178
183725,Total students enrolled for credit,853,281,572,2,0,2,7,4,3,162,43,119,403,139,264,0,0,0,171,57,114,21,4,17,87,34,53,0,0,0
183725,Undergraduate students,853,281,572,2,0,2,7,4,3,162,43,119,403,139,264,0,0,0,171,57,114,21,4,17,87,34,53,0,0,0
183743,Total students enrolled for credit,20219,10073,10146,45,16,29,1096,597,499,879,374,505,3714,1690,2024,56,27,29,4993,2472,2521,253,116,137,8008,4246,3762,1175,535,640
183743,Undergraduate students,20219,10073,10146,45,16,29,1096,597,499,879,374,505,3714,1690,2024,56,27,29,4993,2472,2521,253,116,137,8008,4246,3762,1175,535,640
183789,Total students enrolled for credit,4952,1406,3546,11,4,7,105,44,61,1096,286,810,1788,527,1261,14,3,11,677,208,469,1,0,1,1232,317,915,28,17,11
183789,Undergraduate students,4789,1363,3426,11,4,7,100,41,59,1052,274,778,1731,513,1218,14,3,11,646,201,445,1,0,1,1207,311,896,27,16,11
183789,Graduate student,163,43,120,0,0,0,5,3,2,44,12,32,57,14,43,0,0,0,31,7,24,0,0,0,25,6,19,1,1,0
183804,Total students enrolled for credit,7547,7547,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7380,7380,0,0,0,0,0,0,0,160,160,0
183804,Undergraduate students,3563,3563,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3436,3436,0,0,0,0,0,0,0,125,125,0
183804,Graduate student,3984,3984,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3944,3944,0,0,0,0,0,0,0,35,35,0
183822,Total students enrolled for credit,2159,784,1375,5,3,2,57,15,42,1055,364,691,593,215,378,12,6,6,207,100,107,14,3,11,98,33,65,118,45,73
183822,Undergraduate students,2101,776,1325,5,3,2,51,15,36,1045,362,683,582,215,367,11,5,6,196,98,98,14,3,11,94,32,62,103,43,60
183822,Graduate student,58,8,50,0,0,0,6,0,6,10,2,8,11,0,11,1,1,0,11,2,9,0,0,0,4,1,3,15,2,13
183859,Total students enrolled for credit,18974,8846,10128,99,46,53,805,375,430,1745,692,1053,2135,966,1169,54,21,33,12992,6204,6788,166,77,89,785,388,397,193,77,116
183859,Undergraduate students,18974,8846,10128,99,46,53,805,375,430,1745,692,1053,2135,966,1169,54,21,33,12992,6204,6788,166,77,89,785,388,397,193,77,116
183877,Total students enrolled for credit,14981,6461,8520,23,12,11,694,299,395,2611,975,1636,1389,524,865,22,11,11,8884,4002,4882,434,184,250,637,307,330,287,147,140
183877,Undergraduate students,14981,6461,8520,23,12,11,694,299,395,2611,975,1636,1389,524,865,22,11,11,8884,4002,4882,434,184,250,637,307,330,287,147,140
183910,Total students enrolled for credit,2516,673,1843,1,0,1,72,18,54,323,83,240,448,118,330,2,0,2,1138,264,874,0,0,0,383,102,281,149,88,61
183910,Undergraduate students,1789,539,1250,1,0,1,59,15,44,261,71,190,377,110,267,2,0,2,698,182,516,0,0,0,244,74,170,147,87,60
183910,Graduate student,727,134,593,0,0,0,13,3,10,62,12,50,71,8,63,0,0,0,440,82,358,0,0,0,139,28,111,2,1,1
183938,Total students enrolled for credit,17416,7411,10005,245,101,144,974,424,550,3365,1274,2091,2577,996,1581,35,18,17,8848,3810,5038,105,36,69,961,585,376,306,167,139
183938,Undergraduate students,17416,7411,10005,245,101,144,974,424,550,3365,1274,2091,2577,996,1581,35,18,17,8848,3810,5038,105,36,69,961,585,376,306,167,139
183974,Total students enrolled for credit,2534,873,1661,3,2,1,29,7,22,184,68,116,200,83,117,1,0,1,1082,364,718,0,0,0,967,323,644,68,26,42
183974,Undergraduate students,1654,611,1043,3,2,1,27,5,22,174,65,109,186,76,110,1,0,1,915,327,588,0,0,0,284,112,172,64,24,40
183974,Graduate student,880,262,618,0,0,0,2,2,0,10,3,7,14,7,7,0,0,0,167,37,130,0,0,0,683,211,472,4,2,2
183983,Total students enrolled for credit,110,96,14,0,0,0,10,8,2,22,21,1,29,23,6,0,0,0,49,44,5,0,0,0,0,0,0,0,0,0
183983,Undergraduate students,110,96,14,0,0,0,10,8,2,22,21,1,29,23,6,0,0,0,49,44,5,0,0,0,0,0,0,0,0,0
184047,Total students enrolled for credit,82,22,60,0,0,0,6,2,4,22,6,16,37,6,31,0,0,0,12,6,6,4,2,2,0,0,0,1,0,1
184047,Undergraduate students,82,22,60,0,0,0,6,2,4,22,6,16,37,6,31,0,0,0,12,6,6,4,2,2,0,0,0,1,0,1
184056,Total students enrolled for credit,569,157,412,0,0,0,27,8,19,231,54,177,155,42,113,0,0,0,104,39,65,23,5,18,29,9,20,0,0,0
184056,Undergraduate students,569,157,412,0,0,0,27,8,19,231,54,177,155,42,113,0,0,0,104,39,65,23,5,18,29,9,20,0,0,0
184092,Total students enrolled for credit,1097,197,900,3,0,3,22,8,14,190,54,136,726,104,622,0,0,0,117,23,94,26,6,20,13,2,11,0,0,0
184092,Undergraduate students,1097,197,900,3,0,3,22,8,14,190,54,136,726,104,622,0,0,0,117,23,94,26,6,20,13,2,11,0,0,0
184180,Total students enrolled for credit,11568,5730,5838,37,21,16,643,327,316,540,273,267,2107,991,1116,17,9,8,6957,3481,3476,204,100,104,799,411,388,264,117,147
184180,Undergraduate students,11568,5730,5838,37,21,16,643,327,316,540,273,267,2107,991,1116,17,9,8,6957,3481,3476,204,100,104,799,411,388,264,117,147
184205,Total students enrolled for credit,4063,1448,2615,22,11,11,46,22,24,770,272,498,1272,437,835,11,5,6,1747,627,1120,126,43,83,60,25,35,9,6,3
184205,Undergraduate students,4063,1448,2615,22,11,11,46,22,24,770,272,498,1272,437,835,11,5,6,1747,627,1120,126,43,83,60,25,35,9,6,3
184278,Total students enrolled for credit,109,106,3,0,0,0,1,1,0,8,8,0,10,10,0,0,0,0,84,81,3,0,0,0,6,6,0,0,0,0
184278,Undergraduate students,109,106,3,0,0,0,1,1,0,8,8,0,10,10,0,0,0,0,84,81,3,0,0,0,6,6,0,0,0,0
184348,Total students enrolled for credit,2434,1062,1372,2,1,1,108,43,65,256,100,156,198,76,122,2,1,1,1108,449,659,75,20,55,355,168,187,330,204,126
184348,Undergraduate students,1678,707,971,0,0,0,84,31,53,130,45,85,157,57,100,1,0,1,822,334,488,65,17,48,191,97,94,228,126,102
184348,Graduate student,756,355,401,2,1,1,24,12,12,126,55,71,41,19,22,1,1,0,286,115,171,10,3,7,164,71,93,102,78,24
184427,Total students enrolled for credit,459,447,12,3,3,0,14,13,1,70,67,3,121,119,2,1,1,0,213,207,6,7,7,0,30,30,0,0,0,0
184427,Undergraduate students,459,447,12,3,3,0,14,13,1,70,67,3,121,119,2,1,1,0,213,207,6,7,7,0,30,30,0,0,0,0
184481,Total students enrolled for credit,12638,5296,7342,23,11,12,400,212,188,5876,2292,3584,3181,1300,1881,28,14,14,1206,673,533,101,37,64,762,317,445,1061,440,621
184481,Undergraduate students,12638,5296,7342,23,11,12,400,212,188,5876,2292,3584,3181,1300,1881,28,14,14,1206,673,533,101,37,64,762,317,445,1061,440,621
184506,Total students enrolled for credit,171,9,162,0,0,0,0,0,0,111,4,107,39,2,37,1,1,0,10,2,8,4,0,4,6,0,6,0,0,0
184506,Undergraduate students,171,9,162,0,0,0,0,0,0,111,4,107,39,2,37,1,1,0,10,2,8,4,0,4,6,0,6,0,0,0
184603,Total students enrolled for credit,9635,4063,5572,41,20,21,492,185,307,832,291,541,2105,731,1374,11,5,6,3739,1542,2197,104,41,63,1208,636,572,1103,612,491
184603,Undergraduate students,6168,2717,3451,25,12,13,326,141,185,487,188,299,1746,602,1144,8,5,3,2153,1000,1153,82,30,52,1084,591,493,257,148,109
184603,Graduate student,3467,1346,2121,16,8,8,166,44,122,345,103,242,359,129,230,3,0,3,1586,542,1044,22,11,11,124,45,79,846,464,382
184612,Total students enrolled for credit,2414,630,1784,11,5,6,145,45,100,520,129,391,623,157,466,12,5,7,746,184,562,13,5,8,273,69,204,71,31,40
184612,Undergraduate students,1953,527,1426,9,4,5,106,30,76,437,110,327,537,138,399,8,4,4,549,152,397,11,3,8,237,61,176,59,25,34
184612,Graduate student,461,103,358,2,1,1,39,15,24,83,19,64,86,19,67,4,1,3,197,32,165,2,2,0,36,8,28,12,6,6
184694,Total students enrolled for credit,3622,1561,2061,14,9,5,259,106,153,383,167,216,542,209,333,5,0,5,1990,890,1100,74,30,44,290,121,169,65,29,36
184694,Undergraduate students,2651,1195,1456,7,4,3,134,63,71,278,132,146,439,179,260,5,0,5,1479,687,792,67,28,39,224,96,128,18,6,12
184694,Graduate student,971,366,605,7,5,2,125,43,82,105,35,70,103,30,73,0,0,0,511,203,308,7,2,5,66,25,41,47,23,24
184746,Total students enrolled for credit,152,142,10,0,0,0,1,1,0,52,45,7,64,64,0,1,1,0,30,29,1,0,0,0,4,2,2,0,0,0
184746,Undergraduate students,152,142,10,0,0,0,1,1,0,52,45,7,64,64,0,1,1,0,30,29,1,0,0,0,4,2,2,0,0,0
184773,Total students enrolled for credit,2779,687,2092,7,2,5,60,11,49,256,62,194,258,68,190,4,2,2,1693,366,1327,52,12,40,422,146,276,27,18,9
184773,Undergraduate students,1795,502,1293,6,2,4,46,10,36,181,52,129,179,48,131,4,2,2,982,226,756,34,10,24,340,134,206,23,18,5
184773,Graduate student,984,185,799,1,0,1,14,1,13,75,10,65,79,20,59,0,0,0,711,140,571,18,2,16,82,12,70,4,0,4
184782,Total students enrolled for credit,19833,9972,9861,40,25,15,1133,609,524,2071,886,1185,1864,875,989,17,8,9,13031,6749,6282,469,231,238,981,460,521,227,129,98
184782,Undergraduate students,16047,8583,7464,31,20,11,682,388,294,1695,784,911,1563,790,773,16,7,9,10679,5909,4770,434,214,220,812,398,414,135,73,62
184782,Graduate student,3786,1389,2397,9,5,4,451,221,230,376,102,274,301,85,216,1,1,0,2352,840,1512,35,17,18,169,62,107,92,56,36
184791,Total students enrolled for credit,10150,4440,5710,33,16,17,271,134,137,1233,489,744,690,248,442,19,9,10,6866,3060,3806,367,149,218,621,310,311,50,25,25
184791,Undergraduate students,10150,4440,5710,33,16,17,271,134,137,1233,489,744,690,248,442,19,9,10,6866,3060,3806,367,149,218,621,310,311,50,25,25
184816,Total students enrolled for credit,146,22,124,0,0,0,0,0,0,67,15,52,28,2,26,1,0,1,15,0,15,6,2,4,29,3,26,0,0,0
184816,Undergraduate students,146,22,124,0,0,0,0,0,0,67,15,52,28,2,26,1,0,1,15,0,15,6,2,4,29,3,26,0,0,0
184870,Total students enrolled for credit,595,92,503,2,0,2,10,3,7,311,58,253,140,15,125,1,0,1,104,13,91,21,2,19,6,1,5,0,0,0
184870,Undergraduate students,595,92,503,2,0,2,10,3,7,311,58,253,140,15,125,1,0,1,104,13,91,21,2,19,6,1,5,0,0,0
184959,Total students enrolled for credit,1124,257,867,4,2,2,119,42,77,236,63,173,226,55,171,30,12,18,500,82,418,4,0,4,5,1,4,0,0,0
184959,Undergraduate students,1124,257,867,4,2,2,119,42,77,236,63,173,226,55,171,30,12,18,500,82,418,4,0,4,5,1,4,0,0,0
184968,Total students enrolled for credit,177,32,145,2,0,2,27,9,18,12,2,10,26,2,24,2,2,0,58,10,48,33,5,28,17,2,15,0,0,0
184968,Undergraduate students,177,32,145,2,0,2,27,9,18,12,2,10,26,2,24,2,2,0,58,10,48,33,5,28,17,2,15,0,0,0
184995,Total students enrolled for credit,11751,4841,6910,33,20,13,988,458,530,1592,596,996,6369,2564,3805,68,33,35,1452,635,817,236,108,128,955,399,556,58,28,30
184995,Undergraduate students,11751,4841,6910,33,20,13,988,458,530,1592,596,996,6369,2564,3805,68,33,35,1452,635,817,236,108,128,955,399,556,58,28,30
185129,Total students enrolled for credit,10146,3780,6366,26,9,17,766,318,448,2040,686,1354,3285,1169,2116,0,0,0,2701,1048,1653,133,57,76,611,216,395,584,277,307
185129,Undergraduate students,7664,3097,4567,21,9,12,634,281,353,1654,587,1067,2722,1039,1683,0,0,0,1627,715,912,128,56,72,406,171,235,472,239,233
185129,Graduate student,2482,683,1799,5,0,5,132,37,95,386,99,287,563,130,433,0,0,0,1074,333,741,5,1,4,205,45,160,112,38,74
